Subject_ID,CE.14.0.,CE.17.0.,CE.18.2.,CE.20.5.,CER.22.0.,CER.22.1.,CER.24.0.,DAG.14.0.18.1.,DAG.16.0.16.1.,DAG.16.0.18.1.,DAG.16.0.20.4.,DAG.16.1.18.1.,DAG.18.0.18.1.,DAG.18.1.18.1.,DAG.18.1.18.2.,DAG.18.1.20.4.,LPC.17.0.,LPC.20.4.,LPE.18.1.,LPE.20.4.,PC.16.0.20.2.,PC.16.0.20.3.,PC.16.0.20.5.,PC.17.0.18.1.,PC.17.0.18.2.,PC.18.0.20.3.,PC.18.1.20.5.,PC.18.2.18.2.,SM.24.0.,TAG45.0.FA15.0,TAG46.0.FA18.0,TAG46.1.FA14.0,TAG46.1.FA16.1,TAG46.2.FA14.0,TAG46.3.FA12.0,TAG46.3.FA18.3,TAG47.0.FA16.0,TAG47.0.FA17.0,TAG47.1.FA14.0,TAG47.1.FA16.0,TAG47.1.FA18.1,TAG47.2.FA14.0,TAG47.2.FA15.0,TAG47.2.FA16.1,TAG48.0.FA16.0,TAG48.1.FA14.1,TAG48.1.FA16.0,TAG48.1.FA16.1,TAG48.2.FA14.0,TAG48.2.FA16.0,TAG48.2.FA16.1,TAG48.2.FA18.2,TAG48.3.FA12.0,TAG48.3.FA14.1,TAG48.3.FA16.1,TAG48.3.FA18.1,TAG48.3.FA18.2,TAG48.3.FA18.3,TAG48.4.FA18.1,TAG48.4.FA18.3,TAG48.5.FA18.2,TAG49.0.FA16.0,TAG49.1.FA15.0,TAG49.1.FA16.0,TAG49.1.FA16.1,TAG49.1.FA17.0,TAG49.1.FA18.1,TAG49.2.FA14.0,TAG49.2.FA15.0,TAG49.2.FA16.0,TAG49.2.FA18.1,TAG49.2.FA18.2,TAG49.3.FA16.1,TAG49.3.FA18.2,TAG49.3.FA18.3,TAG50.0.FA16.0,TAG50.0.FA18.0,TAG50.1.FA16.0,TAG50.1.FA16.1,TAG50.1.FA18.0,TAG50.1.FA18.1,TAG50.2.FA16.0,TAG50.2.FA16.1,TAG50.2.FA18.1,TAG50.2.FA18.2,TAG50.3.FA14.0,TAG50.3.FA16.0,TAG50.3.FA16.1,TAG50.3.FA18.1,TAG50.3.FA18.3,TAG50.3.FA20.3,TAG50.4.FA16.0,TAG50.4.FA20.4,TAG50.5.FA16.0,TAG51.0.FA17.0,TAG51.0.FA18.0,TAG51.1.FA18.1,TAG51.2.FA16.1,TAG51.2.FA18.2,TAG51.3.FA15.0,TAG51.3.FA16.1,TAG51.3.FA17.0,TAG51.3.FA18.2,TAG51.3.FA18.3,TAG51.4.FA15.0,TAG51.4.FA18.2,TAG51.4.FA20.4,TAG51.5.FA18.2,TAG52.1.FA16.0,TAG52.1.FA16.1,TAG52.1.FA18.0,TAG52.1.FA18.1,TAG52.1.FA20.1,TAG52.2.FA14.0,TAG52.2.FA16.0,TAG52.2.FA16.1,TAG52.2.FA18.0,TAG52.2.FA18.1,TAG52.2.FA18.2,TAG52.2.FA20.1,TAG52.2.FA20.2,TAG52.3.FA16.0,TAG52.3.FA16.1,TAG52.3.FA18.1,TAG52.3.FA18.2,TAG52.3.FA18.3,TAG52.3.FA20.0,TAG52.3.FA20.2,TAG52.3.FA20.3,TAG52.4.FA16.0,TAG52.4.FA16.1,TAG52.4.FA18.0,TAG52.4.FA18.1,TAG52.4.FA18.2,TAG52.4.FA18.3,TAG52.4.FA20.0,TAG52.4.FA20.4,TAG52.4.FA22.1,TAG52.4.FA22.4,TAG52.5.FA14.0,TAG52.5.FA16.1,TAG52.5.FA18.2,TAG52.5.FA20.4,TAG52.5.FA20.5,TAG52.5.FA22.5,TAG52.6.FA16.0,TAG52.7.FA18.1,TAG52.8.FA18.2,TAG53.2.FA16.0,TAG53.4.FA16.0,TAG53.4.FA17.0,TAG53.4.FA20.4,TAG54.2.FA18.2,TAG54.2.FA20.1,TAG54.2.FA20.2,TAG54.3.FA16.0,TAG54.3.FA16.1,TAG54.3.FA18.1,TAG54.3.FA18.2,TAG54.3.FA20.1,TAG54.3.FA20.2,TAG54.3.FA20.3,TAG54.4.FA16.0,TAG54.4.FA16.1,TAG54.4.FA18.0,TAG54.4.FA18.1,TAG54.4.FA18.2,TAG54.4.FA20.2,TAG54.4.FA20.3,TAG54.4.FA22.1,TAG54.4.FA22.4,TAG54.5.FA16.0,TAG54.5.FA16.1,TAG54.5.FA18.0,TAG54.5.FA18.1,TAG54.5.FA18.2,TAG54.5.FA20.4,TAG54.5.FA20.5,TAG54.5.FA22.1,TAG54.5.FA22.4,TAG54.5.FA22.5,TAG54.6.FA18.2,TAG54.6.FA18.3,TAG54.6.FA20.4,TAG54.6.FA20.5,TAG54.6.FA22.6,TAG54.8.FA18.2,TAG54.8.FA20.5,TAG56.3.FA18.0,TAG56.3.FA20.0,TAG56.4.FA16.0,TAG56.4.FA20.1,TAG56.5.FA18.2,TAG56.6.FA22.5,TAG56.9.FA20.4,TAG56.9.FA20.5,TAG58.10.FA20.5,TAG58.6.FA16.0,TAG58.7.FA16.0,TAG60.11.FA22.6
ZUL3S6O-E11,27.3749,9.03,1740.6422,67.0114,0.9146,0.0689,3.8001,0.5205,0.454,4.3953,0.1805,2.0665,1.2387,8.499,6.2276,0.7591,2.0454,5.1023,0.8052,0.2864,7.9009,75.2513,37.325,1.9789,2.8471,43.8055,4.7,8.2415,29.9817,0.0372,0.0929,1.9087,0.8726,0.7859,0.1144,0.0637,0.3145,0.0896,0.3207,0.3965,0.4089,0.1411,0.1549,0.1811,6.1054,0.183,16.1822,3.3232,7.6953,8.1266,7.0696,5.1694,0.7935,0.864,2.6045,1.3039,3.2221,0.5595,0.122,0.356,0.0419,0.5867,1.6418,2.472,0.2945,0.4327,2.2409,0.3803,1.4612,1.3373,1.5498,0.9975,0.5133,0.6734,0.1134,7.9979,2.453,68.3695,4.091,3.6711,43.0918,69.783,36.9086,71.9805,19.4139,13.4595,20.9823,25.6471,20.3013,2.0588,0.2288,2.1579,0.3479,0.3093,0.2311,0.1635,2.8437,0.9088,1.2482,3.0673,1.1986,0.4952,4.5308,0.132,0.9207,1.6256,0.0882,0.2187,28.6753,0.4361,18.2525,39.1838,0.4975,0.2755,201.9559,6.3242,12.4463,341.1434,18.3945,0.8216,0.3908,178.6833,39.404,214.5508,161.3357,1.9892,0.3617,0.8221,0.8383,52.1086,32.0251,0.3136,39.5255,88.178,17.0596,0.2998,1.5098,0.1358,0.0796,0.4075,9.7236,15.5136,2.0193,1.1262,0.489,1.0199,0.2917,0.1296,1.1138,0.2774,1.1138,0.1168,1.7123,3.4004,0.335,4.7953,0.7091,134.282,17.2922,2.1656,3.1149,0.7134,5.7523,0.8769,6.1383,96.2669,52.3688,1.8043,6.2818,0.2126,0.255,6.0311,1.1752,1.0018,32.3768,32.6218,11.9092,0.8617,0.1778,0.3917,1.5131,11.6099,6.4524,7.1115,7.5523,6.9552,0.7177,0.9479,0.5805,0.3226,0.377,1.1414,1.3216,10.6482,0.5023,1.119,0.5948,0.2998,0.4437,2.0998
ZUL3S6O-E12,31.08,10.5964,2127.0395,83.8538,1.148,0.0864,4.795,0.6,0.6046,5.0276,0.2382,2.3218,1.4644,10.1805,6.6283,1.0821,2.7055,5.5794,0.8575,0.3779,9.5632,97.3129,54.3884,1.9381,3.7959,53.2311,8.4619,9.482,33.1099,0.0434,0.0824,1.8883,0.876,0.7305,0.1143,0.0543,0.3438,0.0861,0.2906,0.3934,0.3903,0.1497,0.1717,0.1654,5.9883,0.1811,16.4574,3.3043,7.7075,8.2449,7.0167,5.1446,0.7858,0.875,2.4544,1.2376,3.1358,0.5458,0.1409,0.3621,0.0537,0.5531,1.7458,2.5864,0.3078,0.4518,2.4116,0.3882,1.5595,1.366,1.6347,1.0905,0.4983,0.6851,0.1242,8.3931,2.4831,71.5645,4.2779,3.8162,44.3692,72.6482,38.0344,73.1731,20.9858,13.5481,22.4535,26.8134,20.5669,2.1465,0.2447,2.2509,0.3642,0.2666,0.2254,0.1962,2.961,0.9877,1.4124,3.2156,1.199,0.5098,4.8185,0.1461,1.043,1.8069,0.0892,0.2504,31.2416,0.4367,19.5953,42.0718,0.4931,0.2337,222.9899,6.5309,13.257,369.7963,20.4359,0.8223,0.4633,195.3742,41.0278,232.5154,180.0184,2.0631,0.4169,0.8442,0.9167,56.7099,33.2154,0.3334,41.1374,96.8142,18.0154,0.3381,1.6352,0.1591,0.0913,0.4602,10.1733,15.9336,2.182,1.0832,0.5171,1.1051,0.2995,0.1294,1.1787,0.3266,1.2168,0.1362,1.9117,3.5349,0.3574,5.2792,0.6939,138.493,18.6212,2.2274,3.3435,0.7821,6.2392,0.9282,6.5612,99.3327,55.0194,2.0239,6.9718,0.2186,0.2828,6.6775,1.2168,1.0378,33.2321,33.5134,13.1495,0.9261,0.168,0.4075,1.6253,11.9604,6.5173,7.8296,8.103,7.3136,0.6616,1.008,0.588,0.3058,0.4002,1.0769,1.3936,11.5691,0.5103,1.2011,0.5692,0.3412,0.48,2.3453
ZUL3S6O-E14,25.6557,9.5738,1827.6348,70.4593,0.952,0.0697,3.9408,0.4967,0.3987,3.4867,0.1355,1.608,1.1678,7.3929,5.255,0.7062,2.8585,4.7642,0.6218,0.2719,7.0654,76.7026,49.3344,1.5992,3.1182,40.693,6.7381,6.7609,28.4363,0.0396,0.068,1.4738,0.6803,0.5731,0.0784,0.0418,0.2954,0.068,0.2338,0.2992,0.3065,0.0926,0.1214,0.1477,4.9879,0.1524,12.8372,2.5863,5.9437,6.4104,5.4034,4.1225,0.6376,0.7005,1.959,0.9842,2.3758,0.4314,0.1063,0.2596,0.0403,0.4951,1.395,2.1889,0.2394,0.3586,1.9138,0.3018,1.2688,1.1375,1.2671,0.8912,0.3767,0.5425,0.099,7.0532,2.1183,57.6846,3.2855,2.9828,35.8214,57.9782,30.2209,56.8915,16.9411,10.6379,17.5202,20.9121,15.8807,1.7635,0.1903,1.7424,0.3096,0.1993,0.2075,0.1696,2.3379,0.7827,1.1302,2.6961,0.9847,0.4047,3.8995,0.1244,0.7995,1.3786,0.0736,0.1705,24.9811,0.3853,15.6671,33.4818,0.3927,0.1808,175.1331,5.0886,10.4274,294.7917,16.3181,0.5868,0.3591,159.7387,31.8763,184.3492,143.3618,1.677,0.3285,0.6527,0.7324,45.9414,25.9619,0.2687,32.4679,77.8802,14.8327,0.2816,1.3683,0.1214,0.0801,0.3289,7.913,12.8703,1.804,0.8727,0.443,0.818,0.2183,0.0904,0.9571,0.2463,0.9855,0.1089,1.522,2.7856,0.2816,4.0609,0.53,106.6285,14.3639,1.6352,2.7327,0.626,4.9552,0.775,5.2557,77.6438,42.5672,1.5788,5.5454,0.1662,0.2256,5.5101,1.0372,0.8284,25.878,26.361,10.9397,0.7427,0.1296,0.338,1.392,9.4264,5.1291,6.4651,6.4207,5.7314,0.5339,0.812,0.4439,0.2325,0.3057,0.8572,1.0669,9.6645,0.3965,0.9855,0.4921,0.288,0.381,1.8165
ZUL3S6O-E15,24.6996,8.6574,1764.72,68.5378,0.9757,0.0917,3.995,0.361,0.3402,3.2401,0.1473,1.4974,1.1192,6.6304,5.3063,0.7695,1.6636,3.7678,0.6564,0.2794,7.4247,80.6927,38.191,1.9489,2.6114,45.4971,5.7599,6.6272,30.0451,0.035679778,0.0601,1.4563,0.6814,0.5821,0.0957,0.0396,0.2414,0.0588,0.2427,0.3229,0.3149,0.1153,0.1234,0.1425,4.767,0.1309,12.6981,2.5362,6.0625,6.4829,5.4243,4.1582,0.5977,0.6876,1.9043,0.9847,2.3741,0.4128,0.1069,0.2579,0.0521,0.4542,1.3757,2.0317,0.224,0.3518,1.8593,0.2574,1.1726,1.1325,1.2024,0.8426,0.3977,0.5353,0.0944,6.6971,1.9934,57.439,3.2341,2.9179,35.1549,58.1248,30.0014,56.5866,17.2383,10.6927,17.6681,20.7298,15.3483,1.7938,0.187,1.8557,0.3162,0.1986,0.1906,0.1332,2.3309,0.7281,1.1142,2.7037,0.9655,0.3888,3.8433,0.1256,0.8185,1.4487,0.0762,0.1946,24.1964,0.3171,15.1528,32.6868,0.3643,0.2115,172.1181,4.9322,10.2843,290.4612,16.1156,0.558,0.3331,158.2227,30.836,184.3389,143.1236,1.6798,0.3336,0.6529,0.7593,46.8078,25.7876,0.2507,31.9868,77.104,14.2666,0.2516,1.3841,0.1082,0.0632,0.3117,7.9427,12.8415,1.7564,0.929,0.399,0.8319,0.2111,0.11,0.8969,0.2374,0.9628,0.0989,1.5075,2.5425,0.2748,4.0112,0.4859,102.6345,13.9998,1.6366,2.5238,0.6221,4.9006,0.7001,5.1072,75.12,41.286,1.5035,5.5298,0.1559,0.2115,5.4345,0.9517,0.8479,25.4643,25.7252,10.8085,0.7068,0.126,0.289,1.2082,9.3976,5.0943,6.5621,6.1408,5.4225,0.542,0.8163,0.4721,0.2026,0.2948,0.7638,1.0902,8.9438,0.428,0.9058,0.481,0.2685,0.3607,1.805
ZTXWLP3-E11,15.3213,6.4966,1816.2981,25.2804,0.8137,0.043524535,2.7933,0.2339,0.2381,3.0556,0.1826,0.881,0.9167,4.7798,4.5432,0.3043,3.1601,5.7658,0.8627,0.328,5.0332,37.7046,9.2195,1.2388,3.7561,20.9104,0.043049233,11.9632,26.0569,0.018188625,0.0416,0.3939,0.1872,0.2174,0.0553,0.0265,0.1347,0.044457311,0.0721,0.0944,0.1034,0.0441,0.0603,0.0402,2.3933,0.0576,4.9508,1.0472,2.5922,2.8576,1.8071,2.1334,0.461,0.3626,0.7991,0.6286,1.283,0.1905,0.0805,0.1335,0.01640065,0.2051,0.7203,0.9913,0.1034,0.1207,0.9259,0.0883,0.6342,0.5778,0.4917,0.5554,0.1777,0.2744,0.0518,4.0908,1.2204,37.3093,1.5925,1.3238,22.7469,37.9151,14.8966,28.6164,14.0931,6.74,11.1768,11.1282,9.0042,1.236,0.0406,0.9879,0.1067,0.0721,0.1067,0.0743,1.2545,0.2732,0.7354,2.0077,0.3263,0.2051,2.6235,0.0682,0.661,1.1444,0.011121789,0.1436,15.7068,0.1604,10.0262,21.8869,0.1609,0.0715,120.9358,2.7229,8.0046,203.9601,14.0953,0.214,0.1548,135.2878,17.6553,144.1604,122.0541,1.2953,0.3325,0.2889,0.2939,46.1705,17.5894,0.157,24.2674,74.631,11.3438,0.3101,0.5722,0.1017,0.06087402,0.1023,6.0812,11.5003,0.5627,0.1615,0.1721,0.3079,0.0983,0.0626,0.4034,0.1,0.8751,0.0466,1.3165,1.3098,0.1699,2.4061,0.257,90.7966,12.9213,0.9075,1.5154,0.2453,2.6296,0.3967,5.4129,80.496,44.079,0.9561,2.2463,0.1648,0.1162,2.3368,0.4275,0.7203,28.9813,32.9263,4.8625,0.1213,0.1486,0.124,0.5063,11.8138,5.7186,3.4427,1.1567,0.7298,0.2123,0.1419,0.2403,0.2995,0.1386,0.7365,0.9231,3.7293,0.1928,0.285,0.0799,0.0615,0.0693,0.162
ZTXWLP3-E12,18.4837,7.9799,2010.8401,29.4447,0.8428,0.0407,3.0028,0.2214,0.2321,2.7161,0.0807,0.9446,0.9018,5.7812,5.1462,0.3384,2.6576,4.5953,0.6914,0.3488,5.8077,47.6853,8.741,1.4717,3.7227,30.8574,1.4985,13.635,29.8979,0.023659081,0.070198764,0.4331,0.1929,0.2131,0.0593,0.0294,0.1313,0.0294,0.0775,0.1034,0.1337,0.0593,0.0697,0.0457,2.5164,0.0651,5.5189,1.2634,3.0053,3.3493,2.0387,2.5652,0.5409,0.4316,0.8849,0.6737,1.4908,0.2239,0.079,0.1542,0.0395,0.2286,0.8264,1.1212,0.1065,0.1193,1.0643,0.1135,0.7876,0.6993,0.5513,0.6687,0.2259,0.3231,0.0655,4.2846,1.1902,39.6619,1.6931,1.3502,24.1628,42.2088,16.1721,30.7142,16.2267,7.606,12.7174,12.3191,9.8132,1.3556,0.0535,1.2034,0.0945,0.0833,0.0945,0.0728,1.2541,0.3045,0.8434,2.3191,0.3929,0.2363,3.0173,0.0724,0.8272,1.2812,0.0359,0.1453,16.3507,0.1813,9.9999,22.634,0.1778,0.0655,128.2365,2.7217,8.2193,209.4721,15.0311,0.2297,0.1906,150.5532,18.4571,156.0994,137.179,1.4273,0.3533,0.346,0.3239,53.3955,19.0286,0.1813,26.0569,84.4305,12.4857,0.3049,0.7121,0.1081,0.038,0.1193,6.7537,12.7821,0.6625,0.2061,0.1906,0.3584,0.1003,0.0674,0.4529,0.1391,0.9151,0.0531,1.2471,1.3111,0.1596,2.4823,0.2309,82.5939,12.5333,1.0414,1.5919,0.2596,2.7821,0.3619,5.2241,76.03,42.4502,1.0368,2.3296,0.1364,0.1189,2.7283,0.4056,0.6768,28.6798,32.5003,5.429,0.1689,0.1623,0.1317,0.5529,12.4477,5.9005,3.894,1.3986,0.9399,0.2565,0.1805,0.2309,0.2359,0.1526,0.621,0.8368,4.4302,0.2096,0.2844,0.0941,0.0755,0.0744,0.203
ZTXWLP3-E13,16.2344,7.7015,1970.5937,28.9258,0.8631,0.0559,3.0063,0.1725,0.1978,2.1596,0.0719,0.7954,0.7181,4.9466,4.9131,0.3421,3.3441,4.5704,0.6153,0.2878,5.4709,48.205,10.892,1.2266,3.198,26.1892,1.4168,12.5688,27.2083,0.0234,0.0293,0.3737,0.1907,0.2217,0.053,0.0217,0.1489,0.0485,0.0885,0.107,0.1192,0.0481,0.0537,0.0551,2.5275,0.0565,5.346,1.1863,2.8778,3.2773,2.0244,2.5045,0.4825,0.3664,0.8681,0.6069,1.3917,0.1977,0.0767,0.1238,0.0407,0.2315,0.8011,1.0574,0.1074,0.1206,1.0173,0.0924,0.8046,0.7035,0.4867,0.6202,0.2008,0.2928,0.0551,4.2472,1.208,38.392,1.6287,1.3028,23.4831,40.5817,15.4974,28.7699,15.3879,7.0267,12.3947,11.9596,9.3502,1.3338,0.0471,1.0574,0.1063,0.0791,0.1025,0.075,1.1591,0.2984,0.7893,2.1653,0.3793,0.2127,2.8011,0.0753,0.761,1.2209,0.0377,0.1363,15.4733,0.1597,9.6978,21.8387,0.1656,0.0669,121.0443,2.5187,7.915,199.8287,14.3159,0.2036,0.1977,143.8295,17.1034,148.8057,129.4351,1.2853,0.2876,0.319,0.3131,50.6047,17.6323,0.1499,24.2637,80.0402,11.7449,0.3103,0.6387,0.1105,0.0366,0.1126,6.2326,12.1395,0.662,0.1841,0.16,0.3364,0.1039,0.0547,0.4522,0.1136,0.8084,0.0471,1.1794,1.21,0.1464,2.4027,0.1928,75.8438,11.574,0.9413,1.4621,0.2444,2.6561,0.3357,4.8587,69.8899,39.5076,0.9814,2.1907,0.1286,0.1039,2.5644,0.4006,0.6017,26.3264,30.0772,5.2369,0.1443,0.1436,0.1088,0.4159,11.3795,5.4614,3.7082,1.3167,0.8276,0.2611,0.1761,0.1987,0.206,0.1363,0.6021,0.8165,3.6845,0.1788,0.2604,0.0781,0.0788,0.0666,0.183
ZTXWLP3-E14,16.2681,7.14,1849.2585,26.6301,0.7767,0.0576,2.7444,0.1469,0.1896,2.2875,0.0702,0.8073,0.7077,4.6983,4.5353,0.3227,2.0186,4.4862,0.5899,0.3204,5.3319,42.2306,10.8227,1.1784,3.7431,30.6479,0.017880769,12.5354,28.2997,0.015478692,0.0219,0.3977,0.1888,0.2029,0.0476,0.026,0.1,0.0274,0.0788,0.0911,0.1137,0.0461,0.0624,0.0375,2.1833,0.058,5.0773,1.1047,2.7301,3.1133,1.8938,2.4383,0.4642,0.3754,0.7906,0.6256,1.3507,0.2122,0.0769,0.1301,0.032,0.2018,0.72,1.0367,0.0866,0.1175,0.9876,0.0989,0.7412,0.6497,0.4776,0.6553,0.2029,0.2814,0.0662,3.7768,1.0549,34.954,1.5533,1.1913,21.6976,37.9104,14.693,27.1243,14.9153,6.7079,12.0124,11.4203,8.7779,1.2113,0.0446,1.0222,0.0985,0.0714,0.0888,0.0613,1.105,0.284,0.7846,2.067,0.3278,0.1996,2.7182,0.0673,0.7594,1.205,0.0258,0.1372,14.2384,0.1479,8.5367,19.706,0.1576,0.0617,111.0262,2.2591,7.2041,184.2641,13.4571,0.1799,0.1747,134.4006,15.827,139.8834,121.904,1.2537,0.2899,0.2762,0.2951,47.8736,16.6135,0.1398,23.275,76.7503,11.2697,0.2866,0.6612,0.0959,0.042,0.1018,6.0939,11.6396,0.6441,0.168,0.1695,0.3342,0.0903,0.055,0.3906,0.1119,0.8304,0.0438,1.0374,1.1203,0.1383,2.1685,0.1963,69.2727,10.7345,0.8608,1.3675,0.2275,2.4576,0.3066,4.4874,63.8813,35.7464,0.94,2.0956,0.1215,0.107,2.445,0.378,0.578,24.3436,27.2993,5.0416,0.1372,0.1241,0.1182,0.3866,10.5605,5.0528,3.6723,1.2723,0.7891,0.2145,0.1509,0.2107,0.2033,0.1416,0.5345,0.746,3.5757,0.1818,0.2702,0.0665,0.0688,0.0736,0.1881
ZTXWLP3-E15,16.1107,7.1519,1787.9257,26.0183,0.7883,0.0491,2.7038,0.1744,0.1808,2.416,0.0814,0.8288,0.8448,4.6728,3.9935,0.3009,2.2965,4.0216,0.598,0.3303,5.3694,43.9167,8.4505,1.2397,2.8776,26.9865,1.3579,11.1658,27.9103,0.0138,0.022840684,0.4645,0.2217,0.2275,0.0634,0.009515384,0.1214,0.0324,0.0751,0.0966,0.1316,0.0499,0.0612,0.0456,2.4802,0.0609,5.7089,1.2443,3.1066,3.4989,2.1102,2.7442,0.5658,0.4411,0.8881,0.6847,1.5484,0.222,0.0791,0.1407,0.0434,0.2271,0.8265,1.1327,0.1024,0.1218,1.0493,0.097,0.8079,0.6752,0.537,0.6657,0.21,0.3205,0.0642,4.2328,1.1276,38.5243,1.6486,1.3249,23.5787,41.3257,15.686,28.8611,15.6586,6.9904,12.7497,12.1091,9.0671,1.3161,0.0547,1.1451,0.1312,0.0769,0.0941,0.0664,1.2312,0.2836,0.7787,2.1547,0.3573,0.2155,2.8499,0.0817,0.7809,1.2392,0.0368,0.1462,15.0768,0.1528,9.1221,20.8083,0.1681,0.0678,115.0078,2.4452,7.9288,193.931,14.4924,0.2053,0.1757,142.9667,16.3422,144.9407,125.2632,1.2815,0.3084,0.3168,0.3106,50.6662,17.0083,0.159,23.6994,79.9699,11.5553,0.2891,0.7514,0.1057,0.0459,0.1101,6.2791,12.1171,0.7248,0.1896,0.194,0.3121,0.0944,0.0587,0.4441,0.1199,0.836,0.0499,1.1247,1.1375,0.1502,2.3198,0.195,69.8699,11.0945,0.9213,1.3858,0.2563,2.6465,0.315,4.8894,64.7513,36.9001,0.9625,2.2334,0.1272,0.121,2.7128,0.4127,0.6067,24.7315,28.5133,5.6397,0.1542,0.1429,0.1265,0.5709,11.023,5.0811,4.2295,1.3468,0.9443,0.2249,0.1597,0.2268,0.2089,0.1426,0.5381,0.7452,4.0443,0.1961,0.2665,0.0689,0.0715,0.0795,0.1757
ZTL5S2Y-E11,14.1541,6.1934,1363.8176,62.321,0.4235,0.032834218,1.9473,0.2339,0.2495,2.4517,0.1602,1.0674,0.8816,6.1457,3.6975,0.9316,1.9994,6.2658,1.6494,0.4931,7.7794,76.8454,37.1518,1.7511,3.0871,61.7833,7.3368,11.1575,29.9353,0.009091096,0.0298,0.6433,0.3174,0.2355,0.0518,0.0294,0.1669,0.0607,0.1156,0.1297,0.1333,0.0443,0.0559,0.0872,3.0539,0.0651,7.6485,1.5951,3.076,3.4408,3.1978,2.0653,0.4272,0.3409,0.9625,0.6357,1.2622,0.3028,0.0739,0.1709,0.027,0.2493,0.669,1.1015,0.166,0.1926,0.9673,0.1492,0.5711,0.5326,0.6588,0.3958,0.1944,0.2364,0.0691,4.4038,1.2458,41.5823,2.2105,1.7465,26.1445,39.2115,21.125,40.5295,10.0945,6.3389,10.659,12.9567,10.3717,1.4123,0.0978,1.364,0.3072,0.1824,0.1147,0.0685,1.4282,0.3812,0.5525,1.3862,0.5499,0.1842,2.0268,0.0965,0.4175,0.6623,0.0496,0.0788,18.6342,0.2134,10.9711,26.7772,0.2001,0.0801,147.9338,3.7605,6.8033,251.5123,10.9264,0.2825,0.1859,111.7261,26.0866,139.3247,100.362,1.3282,0.2129,0.3737,0.491,30.57,18.3783,0.1616,24.1399,49.1006,12.4644,0.1766,1.48,0.0854,0.0421,0.2107,5.2237,8.0589,1.9931,0.533,0.1851,0.3989,0.1293,0.0553,0.5131,0.1173,0.5153,0.0797,0.9758,1.503,0.174,2.1521,0.309,122.8237,10.7236,0.889,1.5296,0.4011,3.0539,0.4334,3.1455,78.207,39.9717,0.8965,3.9314,0.1532,0.1142,3.9841,0.6167,0.5012,23.5374,22.342,11.6268,0.4237,0.1169,0.1647,0.4715,7.3948,4.6752,7.0012,3.8769,1.1586,0.2435,0.4564,0.2537,0.2147,0.1439,0.6636,0.7633,3.6595,0.7513,0.8115,0.6127,0.0553,0.1032,0.6056
ZTL5S2Y-E12,14.4837,6.7382,1515.3454,70.0527,0.5053,0.0427,2.1055,0.2767,0.3377,3.0697,0.201,1.2135,1.024,7.4237,4.0663,1.101,1.7437,5.6621,1.4467,0.4761,9.6895,97.2616,44.801,1.822,3.0947,72.1357,8.8833,10.5461,31.4525,0.005231264,0.0324,0.6407,0.3228,0.2295,0.0452,0.036,0.1184,0.0639,0.1027,0.1228,0.1238,0.0482,0.0531,0.0712,3.2022,0.0806,7.8501,1.6677,3.3187,3.7074,3.3836,2.3001,0.5066,0.3916,1.0466,0.7031,1.3955,0.311,0.0776,0.2074,0.0284,0.2472,0.766,1.169,0.141,0.1828,1.0132,0.1739,0.6825,0.5818,0.686,0.3931,0.2275,0.2703,0.0565,4.8906,1.3257,45.9366,2.4333,1.8554,28.3338,44.148,23.7252,46.2771,11.5516,7.4762,12.0665,14.6929,11.7413,1.4874,0.0993,1.4156,0.2865,0.1936,0.1209,0.0855,1.6402,0.4958,0.6216,1.7419,0.5882,0.2118,2.4662,0.0889,0.4668,0.8068,0.0616,0.0781,20.6281,0.2413,12.0204,30.516,0.2074,0.1022,166.4034,4.2528,7.6142,285.712,12.8321,0.3037,0.2074,133.0273,30.7715,164.8029,120.0623,1.5159,0.2472,0.4093,0.5027,35.8562,22.0585,0.1926,28.348,60.3573,14.1465,0.1985,1.6053,0.0983,0.0419,0.2167,6.3618,9.9772,2.0407,0.6132,0.1823,0.4589,0.1563,0.0771,0.5444,0.1597,0.6403,0.086,1.0884,1.7792,0.1759,2.4598,0.3312,137.345,12.1063,1.0407,1.738,0.4771,3.6032,0.5454,3.6224,90.7828,46.2525,1.0687,4.5555,0.1833,0.1322,4.552,0.7223,0.6177,28.1245,26.386,13.1476,0.4619,0.1371,0.1803,0.486,9.0058,5.5033,7.9882,4.354,1.2525,0.2914,0.483,0.282,0.2418,0.1739,0.7778,0.8461,4.2725,0.8663,0.9616,0.6825,0.0776,0.1096,0.6422
